IconclassURI,Emojiconclass,IconclassLabel
http://iconclass.org/51KK11,,Conservation; 'Conservatione' (Ripa)
http://iconclass.org/51LL41,📉💰,Recession
http://iconclass.org/51LL42,,"Motion From, Repulsive Force, Repulsion, Push"
http://iconclass.org/51MM11,,"Slowness, Tardiness; 'Tardità' (Ripa)"
http://iconclass.org/51MM12,,Lingering
http://iconclass.org/52A511,🤹💭🦉,Wisdom of the Fool
http://iconclass.org/52AA11,🤹📉,Lack of Talent
http://iconclass.org/52AA21,,"Rashness, Imprudence, Recklessness"
http://iconclass.org/52AA22,,Tactlessness; 'Inconsideratione' (Ripa)
http://iconclass.org/52AA23,😴🤔,Inattention
http://iconclass.org/52AA24,,Carelessness
http://iconclass.org/52AA31,,Oblivion; 'Oblivione' (Ripa)
http://iconclass.org/52AA51,,"Folly, Foolishness; 'Pazzia', 'Sciocchezza', 'Stoltitia' (Ripa)"
http://iconclass.org/52AA52,,Misjudgment
http://iconclass.org/52AA53,,Lack of Self-knowledge
http://iconclass.org/52AA54,,Indocility; 'Indocilità' (Ripa)
http://iconclass.org/52AA55,,"Bluntness, Obtuseness, Dullness"
http://iconclass.org/52B511,,Distinction between Good and Bad; 'Distintione del bene & del male' (Ripa)
http://iconclass.org/52B512,,Banishing Evil Thoughts; 'Repulsa de pensieri cattivi' (Ripa)
http://iconclass.org/52B513,,Reason versus Amorous Lust; 'Combattimento della ragione con l'appetito' (Ripa)
http://iconclass.org/52BB21,🤯🤔,Incredulity
http://iconclass.org/52BB31,,Improbability
http://iconclass.org/52BB41,🙄🤔,Uncertainty
http://iconclass.org/52BB42,,Impossibility
http://iconclass.org/52BB51,🔮🤔,Intuition
http://iconclass.org/52BB52,,Sophism
http://iconclass.org/52BB53,,"Nonsense, Absurdity"
http://iconclass.org/52BB54,,Baseless Speculation
http://iconclass.org/52BB61,,Infatuation
http://iconclass.org/52C111,,Public Opinion; 'Opinione' (Ripa)
http://iconclass.org/52CC31,,"Refutation, Confutation, Disproving"
http://iconclass.org/52CC41,❌,Error; 'Errore' (Ripa)
http://iconclass.org/52DD11,🤫🤔,Secret
http://iconclass.org/52DD21,😕🤔,"Confusion, Obscurity; 'Confusione' (Ripa)"
http://iconclass.org/52DD22,,Mystification
http://iconclass.org/52EE11,,"Inquiry, Investigation; 'Investigatione' (Ripa)"
http://iconclass.org/53A211,,"Obstinacy; 'Ostinatione', 'Pertinacia' (Ripa)"
http://iconclass.org/53A212,,Implacability
http://iconclass.org/53AA11,,Predetermination
http://iconclass.org/53AA21,,"Inconstancy; 'Incostanza', 'Instabilità', 'Instabilità overo Incostanza' (Ripa)"
http://iconclass.org/53AA22,,Tergiversation
http://iconclass.org/53BB51,😠🏴,Protest
http://iconclass.org/53BB61,,Laxity
http://iconclass.org/53CC11,👑🙇,Service
http://iconclass.org/53CC12,,Servility
http://iconclass.org/53CC21,,Readiness to Comply
http://iconclass.org/53CC31,,Invocation; 'Invocatione' (Ripa)
http://iconclass.org/53CC32,🥺,Pleading
http://iconclass.org/53DD11,🚫🤔,Prohibition
http://iconclass.org/54A211,,Scrupulosity; 'Scropolo' (Ripa)
http://iconclass.org/54A431,,the Golden Mean; 'Mediocrità' (Ripa)
http://iconclass.org/54AA11,😴🐢,"Sluggishness, Inertia; 'Dapocaggine', 'Pigritia' (Ripa)"
http://iconclass.org/54AA21,😑🤔,Indifference
http://iconclass.org/54AA31,,Inexperience
http://iconclass.org/54AA32,,Unpreparedness
http://iconclass.org/54AA33,,"Inability, Maladroitness, Awkwardness"
http://iconclass.org/54AA34,😑🤷,Mediocrity
http://iconclass.org/54AA41,,Impulsion; 'Impeto' (Ripa)
http://iconclass.org/54AA42,,"Wildness, Untamedness"
http://iconclass.org/54AA43,,"Intemperance, Immoderation"
http://iconclass.org/54AA44,,Impatience
http://iconclass.org/54AA45,,Pugnacity
http://iconclass.org/54AA46,,"Unrest, Restlessness, Inquietude; 'Inquietudine' (Ripa)"
http://iconclass.org/54AA47,,Disquietude of Mind; 'Inquietudine d'animo' (Ripa)
http://iconclass.org/54AA51,,Evil Genius; 'Genio cattivo' (Ripa)
http://iconclass.org/54AA52,,Guiltiness
http://iconclass.org/54AA71,,Vincibility
http://iconclass.org/54AA72,,Vulnerability
http://iconclass.org/54B121,,"'Occasio', 'Kairos'; 'Occasione' (Ripa)"
http://iconclass.org/54BB11,,"Misuse, Misemployment"
http://iconclass.org/54BB12,🤬🤔,Profanation
http://iconclass.org/54BB13,,"Intempestivity, Inopportuneness, Unseasonableness"
http://iconclass.org/54BB31,,"Damage, Disservice; 'Danno' (Ripa)"
http://iconclass.org/54CC11,,"Without Intention, Non-design, Unintendedness, Undeliberateness"
http://iconclass.org/54CC21,,Dissuasion
http://iconclass.org/54CC22,,Deterrence
http://iconclass.org/54DD31,,"Interruption, Cessation"
http://iconclass.org/54DD41,,"Drudgery; 'Fatica', 'Fatica estiva' (Ripa)"
http://iconclass.org/54DD42,,"Fatigue, Lassitude; 'Lassitudine o Languidezza estiva' (Ripa)"
http://iconclass.org/54DD51,,Danger; 'Pericolo' (Ripa)
http://iconclass.org/54DD52,,Risk; 'Ardire ultimo & necessario' (Ripa)
http://iconclass.org/54EE11,,"Opposition, Counteraction, Resistance"
http://iconclass.org/54EE31,,"Disagreement, Discord; 'Discordia' (Ripa)"
http://iconclass.org/54EE32,,Defiance
http://iconclass.org/54EE33,,"Competition, Rivalry, Emulation; 'Emulatione' (Ripa)"
http://iconclass.org/54F121,,"Turn of Fate, Wheel of Fortune"
http://iconclass.org/54F122,,Vicissitudes of Life
http://iconclass.org/54F131,,Renovation
http://iconclass.org/54FF11,,"Adversity, Misfortune, Bad Luck; 'Fortuna infelice', 'Infortunio' (Ripa)"
http://iconclass.org/54FF12,,"Fate, Doom"
http://iconclass.org/54FF13,,"Regression, Deterioration, Relapse"
http://iconclass.org/54FF14,,Disadvantage
http://iconclass.org/54FF15,,Submission; 'Forza minore da maggior forza superata' (Ripa)
http://iconclass.org/55AA11,,"Relinquishment, Abandonment of Property"
http://iconclass.org/55C221,,Sacrifice
http://iconclass.org/55CC11,,"Greed, Covetousness, Cupidity; 'Cupidità' (Ripa)"
http://iconclass.org/56AA11,,Impassibility; 'Impassibilità' (Ripa)
http://iconclass.org/56B131,,Joke; 'Giuoco (dall'antico)' (Ripa)
http://iconclass.org/56BB11,,Bitterness; 'Amaritudine' (Ripa)
http://iconclass.org/56BB12,,Torment; 'Tribulatione' (Ripa)
http://iconclass.org/56BB13,😧💔,"Heartache, Heart-break; 'Affanno', 'Cordoglio' (Ripa)"
http://iconclass.org/56BB19,😧🤗,Consolation
http://iconclass.org/56BB21,,"Calamity, Distress; 'Calamità', 'Calamità o miseria' (Ripa)"
http://iconclass.org/56BB22,😭,Misery; 'Miseria mondana' (Ripa)
http://iconclass.org/56BB31,😐,Boredom
http://iconclass.org/56BB32,😏,Insatiableness
http://iconclass.org/56BB33,,"Grumbling, Complaint; 'Pianto', 'Querela' (Ripa)"
http://iconclass.org/56BB34,😞,Disappointment
http://iconclass.org/56BB35,😤,Frustration
http://iconclass.org/56BB41,,Satiety
http://iconclass.org/56DD11,,Despair; 'Disperatione' (Ripa)
http://iconclass.org/56DD31,,Lack of Self-confidence; 'Viltà' (Ripa)
http://iconclass.org/56DD32,,"Alarm, Fright; 'Spavento', 'Terrore' (Ripa)"
http://iconclass.org/56DD33,,"Confusion, Bewilderment, Panic; 'Perturbatione' (Ripa)"
http://iconclass.org/56DD34,,"Horror, Abhorrence"
http://iconclass.org/56F131,,Power of Attraction
http://iconclass.org/56F211,,Brotherly Love
http://iconclass.org/56F231,,"Fidelity in Friendship; 'Confermatione dell'Amicitia', 'Fede nell'Amicitia' (Ripa)"
http://iconclass.org/56F232,,Infidelity in Friendship; 'Amicitia senza giovamento' (Ripa)
http://iconclass.org/56F241,❤️🪞,Narcissism
http://iconclass.org/56F251,,Qualities of Love: first series
http://iconclass.org/56F252,,Qualities of Love (personifications): second series
http://iconclass.org/56FF13,,(Feeling of) Repulsion
http://iconclass.org/56FF21,,Indifference towards Love; 'Oblivione d'amore' (Ripa)
http://iconclass.org/56FF22,,Unrequited Love
http://iconclass.org/56FF23,,"Enmity; 'Inimicitia', 'Inimicitia mortale' (Ripa)"
http://iconclass.org/57A611,,"Frankness, Loyalty; 'Lealtà', 'Realtà' (Ripa)"
http://iconclass.org/57A612,,"Sincerity; 'Purità et Sincerità d'animo', 'Sincerità' (Ripa)"
http://iconclass.org/57A613,,Integrity
http://iconclass.org/57A614,,"Faithfulness, 'Bona Fide'"
http://iconclass.org/57A631,,"Innocence; 'Innocenza', 'Innocenza o purità' (Ripa)"
http://iconclass.org/57A632,,Falsely accused Innocence
http://iconclass.org/57A641,,"Discretion, Modesty; 'Discretione', 'Modestia' (Ripa)"
http://iconclass.org/57A642,,Simplicity; 'Simplicità' (Ripa)
http://iconclass.org/57A643,,"Timidity, Diffidence"
http://iconclass.org/57A644,,Submissiveness; 'Ossequio' (Ripa)
http://iconclass.org/57A661,,Spiritualization
http://iconclass.org/57A681,,"Stateliness; 'Gravità', 'Gravità nell'huomo' (Ripa)"
http://iconclass.org/57A682,,Magnificence; 'Magnificenza' (Ripa)
http://iconclass.org/57A741,,Pardon; 'Perdono' (Ripa)
http://iconclass.org/57AA21,,Irresponsibility
http://iconclass.org/57AA41,,Obduracy
http://iconclass.org/57AA51,,"Licentiousness, Lasciviousness; 'Lascivia', 'Licenza' (Ripa)"
http://iconclass.org/57AA52,,Perversion
http://iconclass.org/57AA53,,"Scandalousness, Scandal; 'Scandolo' (Ripa)"
http://iconclass.org/57AA61,,"Dishonesty, Falsety"
http://iconclass.org/57AA62,,"Infidelity, Perfidy; 'Perfidia' (Ripa)"
http://iconclass.org/57AA63,,Impurity
http://iconclass.org/57AA64,,"Pride, Loftiness; 'Alterezza in persona nata povera civile' (Ripa)"
http://iconclass.org/57AA65,,"Selfishness; 'Interesse', 'Interesse proprio' (Ripa)"
http://iconclass.org/57AA66,,Frivolity
http://iconclass.org/57AA67,,Unreasonableness
http://iconclass.org/57AA68,,Unworthiness
http://iconclass.org/57AA69,,Devilishness
http://iconclass.org/57AA71,,Illiberality
http://iconclass.org/57AA72,,Intolerance
http://iconclass.org/57AA73,,Inclemency
http://iconclass.org/57AA74,,Vindictiveness
http://iconclass.org/57AA75,,Mercilessness
http://iconclass.org/57AA76,,"Jealousy; 'Gelosia', 'Rammarico del ben'altrui' (Ripa)"
http://iconclass.org/57AA77,,Unfriendliness
http://iconclass.org/57AA91,,"Cruelty, Ferocity; 'Crudeltà', 'Ferocità' (Ripa)"
http://iconclass.org/57AA92,,Infamy; 'Sciagurataggine' (Ripa)
http://iconclass.org/57BB11,,"Admonition, Reprehension; 'Riprensione', 'Riprensione giovevole' (Ripa)"
http://iconclass.org/57BB12,,Correction; 'Correttione' (Ripa)
http://iconclass.org/57BB13,,"Punishment; 'Castigo', 'Pena', 'Punitione' (Ripa)"
http://iconclass.org/57BB14,,Condemnation
http://iconclass.org/57BB21,,Contempt
http://iconclass.org/57BB22,,"Insult; 'Ingiuria', 'Offesa' (Ripa)"
http://iconclass.org/57BB23,,Ignominy
http://iconclass.org/57BB24,,Humiliation
http://iconclass.org/57BB25,,"Calumny, Detraction; 'Biasimo vitioso', 'Calunnia', 'Detrattione', 'Maledicenza' (Ripa)"
http://iconclass.org/58AA11,,Extirpation
http://iconclass.org/58AA12,,Self-destruction
http://iconclass.org/58B211,,'Tabula Cebetis'
http://iconclass.org/58B212,🧬⛲,fountain of life (non-Christian)
http://iconclass.org/58B213,🧬👥🚢,Human Life represented by a ship
http://iconclass.org/59BB31,,"Disgrace; 'Infamia', 'Scorno' (Ripa)"
http://iconclass.org/59BB32,👥🏆📉,Ill-fame; 'Fama cattiva' (Ripa)
http://iconclass.org/59BB33,,"Ignobility, 'Vulgus'; 'Vulgo overo ignobilità' (Ripa)"
http://iconclass.org/59BB34,,Ingloriousness
http://iconclass.org/59C221,,Incorruptibility
http://iconclass.org/59CC21,,"Inequality, Inequity, Iniquity; 'Iniquità' (Ripa)"
http://iconclass.org/59CC22,⚖️😏,Partiality; 'Partialità' (Ripa)
http://iconclass.org/61B111,📜👤🤷🖼,anonymous historical person portrayed alone
http://iconclass.org/61B112,,anonymous historical persons portrayed in a double portrait
http://iconclass.org/61B113,📜👥🤷🖼️,"anonymous historical persons portrayed in a group, in a group-portrait"
http://iconclass.org/61B121,,scene directly related with life or life-story of anonymous person
http://iconclass.org/61B122,🏞🦄️📜👥🏷️🤷,fictitious scene ~ anonymous historical person(s)
http://iconclass.org/61BB11,,anonymous historical person portrayed - BB - woman
http://iconclass.org/61BB12,,scenes ~ anonymous historical person(s) - BB - woman
http://iconclass.org/71A231,💡🌳,creation of vegetation (alone)
http://iconclass.org/71A251,💡🐦🐟,creation of birds and fishes
http://iconclass.org/71A252,,creation of land-animals
http://iconclass.org/71A311,,the man (Adam) comes to life: usually God reaches out his hand or breathes life into his nostrils
http://iconclass.org/71A321,🏞️🍎,"Garden of Eden, paradise"
http://iconclass.org/71A331,,God brings Adam to paradise
http://iconclass.org/71A332,,God speaks to Adam
http://iconclass.org/71A333,,Adam naming the animals
http://iconclass.org/71A341,,God removes a rib from the side of the sleeping Adam
http://iconclass.org/71A342,,Eve is fashioned from Adam's rib
http://iconclass.org/71A351,,God brings Eve to Adam
http://iconclass.org/71A352,,God blesses Adam and Eve; institution of marriage
http://iconclass.org/71A353,,Adam is given dominion over all created things
http://iconclass.org/71A354,,the giving of the test commandment: God warns Adam and Eve not to eat from the tree of knowledge of good and evil
http://iconclass.org/71A411,🍎🐍😏,the serpent tries to persuade Eve to take some of the fruit (usually an apple)
http://iconclass.org/71A412,,Eve takes the fruit
http://iconclass.org/71A421,,Eve takes the fruit from the serpent (or the tree) in the presence of Adam (who may be trying to stop her)
http://iconclass.org/71A422,🍎🐍🎁👫,Eve offers the fruit to Adam
http://iconclass.org/71A423,,Adam and Eve holding (and possibly eating) the fruit
http://iconclass.org/71A424,,Adam and Eve discover their nakedness; they cover themselves with their hands or with leaves
http://iconclass.org/71A521,,God calls Adam and Eve to account for their deed
http://iconclass.org/71A522,✝️🔱🙈🍎🐍,Adam and Eve hide from God
http://iconclass.org/71A531,,Adam (alone) reproved by God; Adam blames Eve
http://iconclass.org/71A532,,Eve (alone) reproved by God; Eve blames the serpent
http://iconclass.org/71A541,,"the snake is cursed by God, and condemned to eat dust and to crawl on its belly"
http://iconclass.org/71A542,,punishment of Eve (alone)
http://iconclass.org/71A543,,punishment of Adam (alone)
http://iconclass.org/71A551,,"Adam and Eve receive tools, usually a spade and a spindle"
